10,yer
11,en
12,insan
13,değil
14,yıl
15,gün
16,iş
17,şey
18,ara
19,el
20,zaman
21,çocuk
22,içinde
23,yol(gider)
24,neden(sebep)
25,konu(olay)
26,kadın
27,ev
28,göz
29,dünya
30,baş(ser)
31,durum(vehamet)
32,yan
33,hâl
34,su
35,ülke
36,iç
37,kişi
38,son
39,şekil
40,yüz
41,taraf
42,adam
43,ses
44,kız
45,para
46,anne
47,baba
48,hayat
49,bilgi
50,an
51,sonuç
52,dış
53,ad
54,süre
55,saat
56,yaş
57,sorun
58,devlet
59,sahip
60,sıra
61,yüzde
62,ay
63,olay
64,söz
65,sistem
66,kapı
67,kitap
68,gece
69,alan
70,bugün
71,dönem
72,arkadaş
73,ürün
74,aile
75,erkek
76,güç
77,gerçek
78,ilişki
79,çevre
80,yaşam
81,halk
82,sokak
83,bey
84,tarih
85,özellik
86,bölüm
87,akıl
88,anlam
89,banka
90,ayak
91,toplum
92,araç
93,madde
94,tür
95,karar
96,hava
97,sayı
98,grup
99,oda
100,biçim
101,haber
102,Allah
103,soru
104,arka
105,yazı
106,okul
107,dil
108,şirket
109,kaynak
110,program
111,hareket
112,renk
113,hak
114,çalışma
115,açı
116,parça
117,gazete
118,değer
119,yapı
120,doktor
121,gelir
122,görev
123,amaç
124,bölge
125,film
126,müşteri
127,telefon
128,eğitim
129,deniz
130,etki
131,vücut
132,düşünce
133,milyon 
134,temel
135,kültür
136,resim
137,ışık
138,hanım
139,hatun
140,hizmet
141,ihtiyaç
142,nokta
143,yön
144,oyun
145,işlem
146,oran
147,orada
148,dikkat
149,bilgisayar
150,gelecek
151,oğul
152,lira
153,üretim
154,dakika
155,araba
156,ağız
157,duygu
158,örnek
159,derece
160,duvar
161,sanat
162,ana
163,hastalık
164,öğrenci
165,televizyon
166,yöntem
167,masa
168,takım
169,kafa
170,müzik
171,enerji
172,üniversite
173,spor
174,türlü
175,can
176,kısım
177,ölüm
178,sağlık
179,sabah
180,internet
181,teknik
182,dışarı
183,merkez
184,ortam
185,düzey
186,köy
187,yönetim
188,aşağı
189,cevap
190,toprak
191,isim
192,akşam
193,araştırma
194,kan
195,hasta
196,şehir
197,hafta
198,trafik
199,hesap
200,otomobil
201,yabancı
202,davranış
203,mutfak
204,kent
205,fiyat
206,kol
207,cam
208,önem
209,koca
210,varlık
211,ilgi
212,satış
213,içeri
214,acı
215,kat
216,ekonomi
217,fotoğraf
218,hayvan
219,savaş
220,mal
221,saç
222,kalan
223,sayfa
224,teknoloji
225,kurum
226,sektör
227,kağıt
228,koku
229,yüzyıl
230,cadde
231,pazar
232,kullanım
233,sınıf
234,aşk
235,güneş
236,sigara
237,ağaç
238,kelime
239,bina
240,parti
241,yatak
242,yazar
243,kulak
244,öğretmen
245,sebep
246,yağ
247,kural
248,şiir
249,başarı
250,firma
251,hükümet
252,kalp
253,proje
254,şart
255,hız
256,köşe
257,model
258,balık
259,piyasa
260,görüş
261,bura
262,miktar
263,meydan
264,ölçü
265,bahçe
266,sevgi
267,ekmek
268,dolu
269,kuruluş
270,saye
271,yardım
272,malzeme
273,köpek
274,istek
275,kardeş
276,izin
277,korku
278,meslek
279,polis
280,fikir
281,pencere
282,taş
283,ateş
284,fark
285,koşul
286,mahalle
287,tane
288,ortak
289,tip
290,görüntü
291,ders
292,başkan
293,karşılık
294,numara
295,defa
296,batı
297,sinema
298,hedef
299,dost
300,anlayış
301,kenar
302,kontrol
303,din
304,plan
305,beyin
306,elektrik
307,karı
308,üstünde
309,et
310,çizgi
311,üye
312,cilt
313,ruh
314,süreç
315,bakış
316,bilim
317,ifade
318,beden
319,kaza
320,dağ
321,adım
322,çözüm
323,belediye
324,gelişme
325,seçim
326,kavram
327,faaliyet
328,zarar
329,salon
330,çeşit
331,sorumluluk
332,mektup
333,makine
334,maç
335,yönetici
336,metre
337,kalite
338,bitki
339,değişiklik
340,ilaç
341,kredi
342,yasa
343,imkan
344,ceza
345,top
346,uzman
347,kanal
348,mekân
349,parmak
350,ilke
351,rol
352,şarkı
353,eleman
354,hoca
355,boy
356,günlük
357,politika
358,suç
359,sahne
360,adet
361,koltuk
362,sanatçı
363,aşama
364,orman
365,düzen
366,faiz
367,hikaye
368,hücre
369,ora
370,roman
371,vergi
372,ağabey
373,basın
374,destek
375,hata
376,sınır
377,birlik
378,eser
379,birey
380,otobüs
381,sanayi
382,bebek
383,vatandaş
384,bakan
385,kere
386,millet
387,reklam
388,boyut
389,dergi
390,enflasyon
391,geçmiş
392,hastahane
393,olma
394,toplantı
395,gazeteci
396,içerisi
397,inanç
398,nitelik
399,üzeri
400,giriş
401,toplam
402,dükkan
403,deri
404,mücadele
405,problem
406,servis
407,tedavi
408,bakanlık
409,baskı
410,tepki
411,cümle
412,özgürlük
413,kimlik
414,mesele
415,sürücü
416,süt
417,eşya
418,aday
419,ağırlık
420,milyar
421,sıkıntı
422,Tanrı
423,tavır
424,yayın
425,yatırım
426,tehlike
427,vakit
428,daire
429,fırsat
430,katkı
431,öykü
432,uçak
433,yanıt
434,doğa
435,burun
436,çıkar
437,işçi
438,işletme
439,mağaza
440,medya
441,artış
442,kamu
443,sigorta
444,yaz
445,yürek
446,belge
447,çaba
448,risk
449,sözcük
450,demokrasi
451,tuz
452,cami
453,çağ
454,etraf 
455,olanak
456,organ
457,sene
458,meyve
459,bacak
460,değişim
461,kanun
462,rüzgar
463,cumhuriyet
464,tarz
465,cep telefonu
466,iletişim
467,müdür
468,otel
469,zevk
470,güvenlik 
471,hukuk
472,okur
473,silah
474,talep
475,yıldız
476,asker
477,gaz
478,uygulama
479,beyan
480,besin
481,alışveriş
482,bilinç
483,çerçeve
484,mevcut
485,tüketici
486,at
487,site
488,abla
489,çiçek
490,saygı
491,ücret
492,yetenek
493,kilo
494,çay
495,gider
496,laf
497,örgüt
498,ticaret
499,boyun
500,cihaz
501,denge
502,sırt
503,kahve
504,kas
505,meclis
506,öteki
507,adres
508,paşa
509,sıcaklık
510,güven
511,marka
512,yaprak
513,yarar
514,gönül
515,hayal
516,şarap
517,altın
518,vitamin
519,ek
520,yumurta
521,eylem
522,kesim
523,kriz
524,birim
525,ve
526,gibi
527,ile
528,ama
529,ki
530,ya
531,veya
532,hem
533,çünkü
534,yani
535,eğer
536,fakat
537,hele
538,şayet
539,için
540,sonra
541,kadar
542,karşı
543,işte
544,örneğin
545,hayır
546,peki 
547,beri
548,mesela
549,ise
550,idi
551,imiş
552,olmak
553,demek
554,yapmak
555,almak
556,gelmek
557,vermek
558,istemek
559,çıkmak
560,görmek
561,gitmek
562,bilmek
563,bakmak
564,çalışmak
565,başlamak
566,kalmak
567,yapılmak
568,bulunmak 
569,söylemek
570,gerekmek
571,geçmek
572,girmek
573,yemek
574,bulmak
575,yaşamak
576,düşünmek
577,göstermek
578,etmek
579,getirmek
580,kullanmak
581,durmak
582,çekmek
583,konuşmak
584,anlamak
585,sormak
586,sağlamak
587,kullanılmak
588,dönmek
589,açmak
590,oturmak
591,anlatmak
592,bırakmak
593,yazmak
594,atmak
595,tutmak
596,düşmek
597,duymak
598,sevmek
599,çıkarmak
600,koymak
601,verilmek
602,alınmak
603,beklemek
604,okumak
605,aramak
606,taşımak
607,görülmek
608,oluşmak
609,kazanmak
610,öğrenmek
611,sürmek
612,bitmek
613,devam etmek
614,açılmak
615,inanmak
616,oluşturmak
617,tanımak
618,kalkmak
619,gelişmek
620,oynamak
621,değişmek
622,yaratmak
623,ulaşmak
624,sanmak
625,geçirmek
626,kurmak
627,içmek
628,artmak
629,kabul etmek
630,görünmek
631,dinlemek
632,unutmak
633,yürümek
634,uygulamak
635,izlemek
636,ölmek
637,ayrılmak
638,hissetmek
639,yatmak
640,götürmek
641,katılmak
642,kurulmak
643,ödemek
644,inmek
645,sunmak
646,bilinmek
647,kaldırmak
648,hazırlamak
649,sahip olmak
650,korumak
651,belirtmek
652,kaybetmek
653,değiştirmek
654,sürdürmek
655,doğmak
656,kaçmak
657,anlaşılmak
658,varmak
659,gülmek
660,satmak
661,göndermek
662,kesmek
663,vurmak
664,hazırlanmak
665,seçmek
666,uygulanmak
667,koşmak
668,korkmak
669,karşılaşmak
670,büyümek
671,dolaşmak
672,yaşanmak
673,denmek
674,çekilmek
675,çalmak
676,açıklamak
677,uğraşmak
678,yetmek
679,üretmek
680,dayanmak
681,kurtulmak
682,edilmek
683,fark etmek
684,uyumak
685,yanmak
686,basmak
687,çevirmek
688,sağlanmak
689,söylenmek
690,yaklaşmak
691,hatırlamak
692,kapatmak
693,etkilemek
694,ağlamak
695,artırmak
696,kesilmek
697,seyretmek
698,içermek
699,sayılmak
700,toplamak
701,aşmak
702,bağırmak
703,davranmak
704,yararlanmak
705,getirilmek
706,tutulmak 
707,incelemek
708,doldurmak
709,uymak
710,yazılmak
711,saymak
712,atılmak
713,belirlemek
714,benzemek
715,sokmak
716,kurtarmak
717,tercih etmek
718,uzanmak
719,eklemek
720,ayırmak
721,yakmak
722,giymek
723,karşılamak
724,yükselmek
725,bitirmek
726,gerçekleşmek
727,dönüşmek
728,dilemek
729,belirlenmek
730,değerlendirmek
731,yakalamak
732,dikkat etmek
733,toplanmak
734,karışmak
735,işlemek
736,karıştırmak
737,evlenmek
738,çıkarılmak
739,ifade etmek
740,söz etmek
741,öldürmek
742,bozulmak
743,ilgilenmek
744,takılmak
745,geliştirmek
746,azalmak
747,bağlamak
748,yayımlanmak
749,binmek
750,kılmak
751,denilmek
752,üretilmek
753,görüşmek
754,uzatmak
755,bağlanmak
756,yardımcı olmak
757,paylaşmak
758,yaptırmak
759,uğraşmak
760,belirtilmek
761,yayılmak
762,akmak
763,çizmek
764,düşünülmek
765,ilerlemek
766,düzenlemek
767,satın almak
768,sunulmak
769,hareket etmek
770,istenmek
771,kapanmak
772,bir
773,çok
774,daha
775,var
776,her
777,iki
778,büyük
779,iyi
780,yeni
781,başka
782,orta
783,bütün
784,böyle
785,aynı
786,ilk
787,ön
788,önemli
789,alt
790,diğer
791,doğru
792,tüm
793,az
794,bazı
795,küçük
796,fazla
797,güzel
798,biraz
799,tek
800,birlikte
801,genç
802,uzun
803,hiçbir
804,üç
805,tam 
806,ilgili
807,eski
808,yakın
809,özel
810,pek
811,gerek
812,yüksek
813,geri
814,farklı
815,gelen
816,birkaç
817,açık
818,tabi
819,ikinci
820,geçen
821,kısa
822,kolay
823,uzak
824,uygun
825,kötü
826,mümkün
827,on
828,üst
829,sürekli
830,çeşitli
831,belli
832,ayrı
833,yalnız
834,yavaş
835,gerekli
836,kapalı
837,yanlış
838,art
839,doğal
840,ekonomik
841,genel
842,dört
843,beş
844,geniş
845,sağ
846,sıcak
847,ağır
848,eş
849,sol
850,birinci
851,hoş
852,ünlü
853,beyaz
854,öte
855,hızlı
856,çoğu
857,kimi
858,ince
859,kaç
860,herhangi bir
861,değişik
862,asıl
863,güçlü
864,uç
865,sevgili
866,ciddi
867,derin
868,soğuk
869,canlı
870,yaşlı
871,boş
872,başarılı
873,birer
874,her şey
875,ait
876,normal
877,kırmızı
878,hazır
879,yarı
880,yeterli
881,karanlık
882,sosyal
883,rahat
884,gizli
885,benzer
886,yeşil
887,üçüncü
888,ilginç
889,uluslararası
890,sağlıklı
891,toplumsal
892,son derece
893,hafif
894,düşük
895,öteki
896,tatlı
897,yedi
898,modern
899,yoğun
900,basit
901,yaklaşık
902,lazım
903,yönelik
904,sert
905,kesin
906,zengin
907,tamam
908,yukarıda
909,temiz
910,geç
911,aşırı
912,bu
913,o
914,ben
915,kendi
916,biz 
917,siz
918,sen
919,onlar
920,bunlar
921,biri
922,onun 
923,bunun
924,bunu
925,şu
926,birbiri
927,herkes
928,kimse
929,buna
930,birçok
931,sana
932,bir şey
933,birisi
934,hepsi
935,önce
936,hiç
937,nasıl
938,ancak
939,göre
940,şimdi
941,artık
942,üzerinde
943,hep
944,sadece
945,öyle
946,yine
947,hemen
948,zor
949,kim
950,üzerine
951,burada
952,belki
953,özellikle
954,kez
955,ayrıca
956,üzere
957,zaten
958,hatta
959,evet
960,yeniden
961,hangi
962,aslında
963,böylece
964,hâlâ
965,şöyle
966,rağmen
967,bundan
968,oysa
969,yerine
970,yoksa
971,sanki
972,bazen
973,hakkında
974,sonunda
975,gerçekten
976,tekrar
977,yüzden
978,boyunca
979,oldukça
980,üstelik
981,nerede
982,yalnızca
983,mutlaka
984,üstüne
985,henüz
986,ileri
987,iyice
988,bağlı
989,birden
990,acaba
991,yıllık
992,dolayısıyla
993,niye
994,genellikle
995,her zaman
996,beraber
997,gene
998,tamamen
999,elbette
1000,kısaca
1001,yüzünden
1002,her gün
1003,hızla
1004,dün
1005,neredeyse
1006,yanısıra
1007,asla
1008,giderek
1009,dolayı
